Date : 2025-01-27 18:00:35
Directory : c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts
Total : 1369 files,  1443553 codes, 5579 comments, 8375 blanks, all 1457507 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\Lesson.ts                                                                        | TypeScript         |         80 |          3 |         16 |         99 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonArray1.sol\Array.ts                                                        | TypeScript         |        144 |          3 |         23 |        170 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonArray1.sol\index.ts                                                        | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonBool.ts                                                                    | TypeScript         |        118 |          3 |         19 |        140 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonCall.sol\Receiver.ts                                                       | TypeScript         |        140 |          3 |         19 |        162 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonCall.sol\Sender.ts                                                         | TypeScript         |        175 |          3 |         21 |        199 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonCall.sol\index.ts                                                          | TypeScript         |          2 |          3 |          1 |          6 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonCycles.sol\Cycles.ts                                                       | TypeScript         |         72 |          3 |         15 |         90 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonCycles.sol\index.ts                                                        | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonDelegateCall.sol\Delegate.ts                                               | TypeScript         |         92 |          3 |         17 |        112 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonDelegateCall.sol\Receiver.ts                                               | TypeScript         |        140 |          3 |         19 |        162 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonDelegateCall.sol\Sender.ts                                                 | TypeScript         |        213 |          3 |         25 |        241 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonDelegateCall.sol\index.ts                                                  | TypeScript         |          3 |          3 |          1 |          7 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonDlegateCallAdditionally.sol\ContractOne.ts                                 | TypeScript         |        143 |          3 |         20 |        166 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonDlegateCallAdditionally.sol\ContractThree.ts                               | TypeScript         |         89 |          3 |         15 |        107 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonDlegateCallAdditionally.sol\ContractTwo.ts                                 | TypeScript         |         84 |          3 |         14 |        101 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonDlegateCallAdditionally.sol\index.ts                                       | TypeScript         |          3 |          3 |          1 |          7 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonEnum.sol\Enum.ts                                                           | TypeScript         |        101 |          3 |         19 |        123 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonEnum.sol\index.ts                                                          | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonError.sol\Error.ts                                                         | TypeScript         |        122 |          3 |         18 |        143 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonError.sol\index.ts                                                         | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonErrorsAndCondotions.sol\LessonErrorsAndConditions.ts                       | TypeScript         |        162 |          3 |         20 |        185 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonErrorsAndCondotions.sol\index.ts                                           | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonEvent.sol\Event.ts                                                         | TypeScript         |        128 |          3 |         19 |        150 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonEvent.sol\index.ts                                                         | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonExternalLibrary.ts                                                         | TypeScript         |         76 |          3 |         14 |         93 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonGlobalVariablesAndConstructor.ts                                           | TypeScript         |        127 |          3 |         19 |        149 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonLibrary.sol\UseLibraries.ts                                                | TypeScript         |         97 |          3 |         15 |        115 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonLibrary.sol\index.ts                                                       | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonMapping.sol\Mapping.ts                                                     | TypeScript         |        101 |          3 |         17 |        121 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonMapping.sol\NestedMapping.ts                                               | TypeScript         |        134 |          3 |         17 |        154 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonMapping.sol\index.ts                                                       | TypeScript         |          2 |          3 |          1 |          6 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonModifier.sol\FunctionModifier.ts                                           | TypeScript         |         97 |          3 |         17 |        117 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonModifier.sol\index.ts                                                      | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonOpenZeppelin.sol\UserOwnable.ts                                            | TypeScript         |        178 |          3 |         22 |        203 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonOpenZeppelin.sol\index.ts                                                  | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonStruct.sol\Todos.ts                                                        | TypeScript         |        118 |          3 |         17 |        138 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonStruct.sol\index.ts                                                        | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonUint.ts                                                                    | TypeScript         |        133 |          3 |         22 |        158 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\LessonUintPractice.ts                                                            | TypeScript         |        127 |          3 |         22 |        152 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\MathContract.ts                                                                  | TypeScript         |        117 |          3 |         17 |        137 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\Module1Lesson2-2.sol\Module1Lesson2.ts                                           | TypeScript         |         74 |          3 |         15 |         92 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\Module1Lesson2-2.sol\index.ts                                                    | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\Module1Lesson2.ts                                                                | TypeScript         |        124 |          3 |         18 |        145 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\Module1Practicum1.sol\Practicum.ts                                               | TypeScript         |        485 |          3 |         42 |        530 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\Module1Practicum1.sol\index.ts                                                   | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\Module1Practicum2.sol\Practicum.ts                                               | TypeScript         |        335 |          3 |         26 |        364 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\Module1Practicum2.sol\index.ts                                                   | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-1\index.ts                                                                         | TypeScript         |         46 |          3 |          1 |         50 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-2\BaseContract.ts                                                                  | TypeScript         |         97 |          3 |         16 |        116 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-2\DataTypes-2.sol\Todos.ts                                                         | TypeScript         |        242 |          3 |         32 |        277 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-2\DataTypes-2.sol\index.ts                                                         | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-2\DataTypes.ts                                                                     | TypeScript         |        255 |          3 |         32 |        290 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-2\DerivedContract.ts                                                               | TypeScript         |         97 |          3 |         16 |        116 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-2\Module2PracticumIntensive1.sol\Practicum1Module2Intensiv.ts                      | TypeScript         |        485 |          3 |         42 |        530 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-2\Module2PracticumIntensive1.sol\index.ts                                          | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-2\Module2PracticumIntensive2.sol\Practicum.ts                                      | TypeScript         |        335 |          3 |         26 |        364 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-2\Module2PracticumIntensive2.sol\index.ts                                          | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-2\Module2PracticumIntensive6.ts                                                    | TypeScript         |        375 |          3 |         33 |        411 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-2\MyERC20.ts                                                                       | TypeScript         |        397 |          3 |         36 |        436 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-2\MyOZToken.ts                                                                     | TypeScript         |        335 |          3 |         33 |        371 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-2\MyToken.ts                                                                       | TypeScript         |        325 |          3 |         32 |        360 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-2\MyTokenA.ts                                                                      | TypeScript         |        397 |          3 |         36 |        436 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-2\MyTokenB.ts                                                                      | TypeScript         |        397 |          3 |         36 |        436 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-2\OwnerContract.ts                                                                 | TypeScript         |         78 |          3 |         15 |         96 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-2\TokenExchange.ts                                                                 | TypeScript         |        119 |          3 |         19 |        141 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\contracts\practice-module-2\index.ts                                                                         | TypeScript         |         17 |          3 |          1 |         21 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\access\AccessControl__factory.ts                                           | TypeScript         |        244 |          3 |          4 |        251 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\access\IAccessControl__factory.ts                                          | TypeScript         |        212 |          3 |          4 |        219 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\access\Ownable__factory.ts                                                 | TypeScript         |         90 |          3 |          4 |         97 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\access\index.ts                                                            | TypeScript         |          3 |          3 |          1 |          7 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\index.ts                                                                   | TypeScript         |          4 |          3 |          1 |          8 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\interfaces\IERC1363__factory.ts                                            | TypeScript         |        387 |          3 |          4 |        394 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\interfaces\draft-IERC6093.sol\IERC1155Errors__factory.ts                   | TypeScript         |        121 |          3 |          4 |        128 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\interfaces\draft-IERC6093.sol\IERC20Errors__factory.ts                     | TypeScript         |        105 |          3 |          4 |        112 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\interfaces\draft-IERC6093.sol\IERC721Errors__factory.ts                    | TypeScript         |        122 |          3 |          4 |        129 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\interfaces\draft-IERC6093.sol\index.ts                                     | TypeScript         |          3 |          3 |          1 |          7 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\interfaces\index.ts                                                        | TypeScript         |          2 |          3 |          1 |          6 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\token\ERC20\ERC20__factory.ts                                              | TypeScript         |        324 |          3 |          4 |        331 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\token\ERC20\IERC20__factory.ts                                             | TypeScript         |        199 |          3 |          4 |        206 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\token\ERC20\extensions\IERC20Metadata__factory.ts                          | TypeScript         |        241 |          3 |          4 |        248 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\token\ERC20\extensions\IERC20Permit__factory.ts                            | TypeScript         |         94 |          3 |          4 |        101 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\token\ERC20\extensions\index.ts                                            | TypeScript         |          2 |          3 |          1 |          6 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\token\ERC20\index.ts                                                       | TypeScript         |          4 |          3 |          1 |          8 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\token\ERC20\utils\SafeERC20__factory.ts                                    | TypeScript         |         86 |          3 |          8 |         97 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\token\ERC20\utils\index.ts                                                 | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\token\index.ts                                                             | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\utils\Address__factory.ts                                                  | TypeScript         |         65 |          3 |          8 |         76 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\utils\Errors__factory.ts                                                   | TypeScript         |         91 |          3 |          8 |        102 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\utils\Strings__factory.ts                                                  | TypeScript         |         70 |          3 |          8 |         81 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\utils\index.ts                                                             | TypeScript         |          5 |          3 |          1 |          9 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\utils\introspection\ERC165__factory.ts                                     | TypeScript         |         35 |          3 |          4 |         42 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\utils\introspection\IERC165__factory.ts                                    | TypeScript         |         35 |          3 |          4 |         42 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\utils\introspection\index.ts                                               | TypeScript         |          2 |          3 |          1 |          6 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\utils\math\Math__factory.ts                                                | TypeScript         |         59 |          3 |          8 |         70 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\utils\math\SafeCast__factory.ts                                            | TypeScript         |        108 |          3 |          8 |        119 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\contracts\utils\math\index.ts                                                        | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\@openzeppelin\index.ts                                                                             | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\index.ts                                                                                 | TypeScript         |          5 |          3 |          1 |          9 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\AddressDemo.sol\AddresDemo__factory.ts                                 | TypeScript         |         80 |          3 |          8 |         91 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\AddressDemo.sol\index.ts                                               | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\AlbumTracker__factory.ts                                               | TypeScript         |        239 |          3 |          8 |        250 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\Album__factory.ts                                                      | TypeScript         |        164 |          3 |          8 |        175 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\DemoNew__factory.ts                                                    | TypeScript         |        165 |          3 |          8 |        176 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\Demo__factory.ts                                                       | TypeScript         |        113 |          3 |          8 |        124 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\Destroy__factory.ts                                                    | TypeScript         |        108 |          3 |          8 |        119 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ENSRegistrar__factory.ts                                               | TypeScript         |        329 |          3 |          8 |        340 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC1155\ERC1155__factory.ts                                            | TypeScript         |        362 |          3 |          8 |        373 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC1155\IERC1155MetadataURI__factory.ts                                | TypeScript         |        316 |          3 |          4 |        323 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC1155\IERC1155Receiver__factory.ts                                   | TypeScript         |         97 |          3 |          4 |        104 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC1155\IERC1155__factory.ts                                           | TypeScript         |        290 |          3 |          4 |        297 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC1155\index.ts                                                       | TypeScript         |          4 |          3 |          1 |          8 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC165__factory.ts                                                     | TypeScript         |         54 |          3 |          4 |         61 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC20\ERC20__factory.ts                                                | TypeScript         |        348 |          3 |          8 |        359 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC20\IERC20__factory.ts                                               | TypeScript         |        220 |          3 |          4 |        227 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC20\index.ts                                                         | TypeScript         |          2 |          3 |          1 |          6 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC2612\ERC20Permit__factory.ts                                        | TypeScript         |        452 |          3 |          4 |        459 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC2612\ERC20__factory.ts                                              | TypeScript         |        346 |          3 |          8 |        357 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC2612\IERC20Metadata__factory.ts                                     | TypeScript         |        241 |          3 |          4 |        248 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC2612\IERC20Permit__factory.ts                                       | TypeScript         |         94 |          3 |          4 |        101 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC2612\IERC20__factory.ts                                             | TypeScript         |        199 |          3 |          4 |        206 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC2612\IERC5267__factory.ts                                           | TypeScript         |         65 |          3 |          4 |         72 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC2612\MyToken__factory.ts                                            | TypeScript         |        513 |          3 |          8 |        524 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC2612\Proxy__factory.ts                                              | TypeScript         |        102 |          3 |          8 |        113 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC2612\crypto\EIP712__factory.ts                                      | TypeScript         |        107 |          3 |          4 |        114 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC2612\crypto\index.ts                                                | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC2612\index.ts                                                       | TypeScript         |         10 |          3 |          1 |         14 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC2612\utils\ShortStrings__factory.ts                                 | TypeScript         |         73 |          3 |          8 |         84 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\ERC2612\utils\index.ts                                                 | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\Factory__factory.ts                                                    | TypeScript         |         67 |          3 |          8 |         78 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\FundsDemo__factory.ts                                                  | TypeScript         |         94 |          3 |          8 |        105 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\LibStringDemo.sol\LibStringsDemo__factory.ts                           | TypeScript         |         76 |          3 |          8 |         87 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\LibStringDemo.sol\index.ts                                             | TypeScript         |          1 |          3 |          1 |          5 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\MappingDemo__factory.ts                                                | TypeScript         |         80 |          3 |          8 |         91 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\MusicShop__factory.ts                                                  | TypeScript         |        317 |          3 |          4 |        324 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\MyContract__factory.ts                                                 | TypeScript         |        120 |          3 |          8 |        131 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\MyGuideDAOToken__factory.ts                                            | TypeScript         |        385 |          3 |          8 |        396 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\MyShop__factory.ts                                                     | TypeScript         |        105 |          3 |          8 |        116 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\NFT&ERC721\ERC165__factory.ts                                          | TypeScript         |         73 |          3 |          8 |         84 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\NFT&ERC721\ERC721Enumerable__factory.ts                                | TypeScript         |        395 |          3 |          4 |        402 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\NFT&ERC721\ERC721URIStorage__factory.ts                                | TypeScript         |        339 |          3 |          4 |        346 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\NFT&ERC721\ERC721__factory.ts                                          | TypeScript         |        396 |          3 |          8 |        407 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\NFT&ERC721\IERC165__factory.ts                                         | TypeScript         |         35 |          3 |          4 |         42 |
| c:\Users\Дмитрий\Web3\Solidity Developer\my-contracts\typechain-types\factories\contracts\practice-GuideDAO\NFT&ERC721\IERC721Enumerable__factory.ts                               | TypeScript         |        318 |          3 |          4 |        325 |
